,region,type,posting_date,count
8712,charleston,SUV,2021-04-30 00:00:00+00:00,3
5992,boise,hatchback,2021-04-30 00:00:00+00:00,15
36495,mobile,truck,2021-04-30 00:00:00+00:00,3
64318,york,sedan,2021-04-30 00:00:00+00:00,13
40986,northwest KS,sedan,2021-04-30 00:00:00+00:00,2
63174,winchester,sedan,2021-04-30 00:00:00+00:00,11
49975,santa maria,SUV,2021-04-30 00:00:00+00:00,2
36559,modesto,convertible,2021-04-30 00:00:00+00:00,2
36398,mobile,coupe,2021-04-30 00:00:00+00:00,4
8075,central NJ,SUV,2021-04-30 00:00:00+00:00,32
6007,boise,offroad,2021-04-30 00:00:00+00:00,1
37620,morgantown,sedan,2021-04-30 00:00:00+00:00,4
41173,ocala,hatchback,2021-04-30 00:00:00+00:00,1
2902,atlanta,offroad,2021-04-30 00:00:00+00:00,1
51784,sioux falls / SE SD,van,2021-04-30 00:00:00+00:00,1
61893,western massachusetts,pickup,2021-04-30 00:00:00+00:00,6
63207,winchester,van,2021-04-30 00:00:00+00:00,1
64337,york,truck,2021-04-30 00:00:00+00:00,3
51777,sioux falls / SE SD,truck,2021-04-30 00:00:00+00:00,3
8052,cedar rapids,wagon,2021-04-30 00:00:00+00:00,1
41185,ocala,mini-van,2021-04-30 00:00:00+00:00,1
48428,salem,wagon,2021-04-30 00:00:00+00:00,5
40100,north mississippi,pickup,2021-04-30 00:00:00+00:00,6
8836,charleston,other,2021-04-30 00:00:00+00:00,8
51797,siskiyou county,convertible,2021-04-30 00:00:00+00:00,1
5196,billings,van,2021-04-30 00:00:00+00:00,2
37636,morgantown,truck,2021-04-30 00:00:00+00:00,3
49906,santa fe / taos,truck,2021-04-30 00:00:00+00:00,1
36288,missoula,sedan,2021-04-30 00:00:00+00:00,25
2349,asheville,hatchback,2021-04-30 00:00:00+00:00,3
36319,missoula,truck,2021-04-30 00:00:00+00:00,14
8806,charleston,mini-van,2021-04-30 00:00:00+00:00,1
2085,appleton-oshkosh-FDL,hatchback,2021-04-30 00:00:00+00:00,6
36385,mobile,convertible,2021-04-30 00:00:00+00:00,1
37571,morgantown,other,2021-04-30 00:00:00+00:00,1
63190,winchester,truck,2021-04-30 00:00:00+00:00,2
40131,north mississippi,sedan,2021-04-30 00:00:00+00:00,9
51753,sioux falls / SE SD,sedan,2021-04-30 00:00:00+00:00,13
5275,binghamton,hatchback,2021-04-30 00:00:00+00:00,2
8769,charleston,coupe,2021-04-30 00:00:00+00:00,3
41148,ocala,coupe,2021-04-30 00:00:00+00:00,6
2897,atlanta,mini-van,2021-04-30 00:00:00+00:00,5
44478,port huron,coupe,2021-04-30 00:00:00+00:00,1
5260,binghamton,coupe,2021-04-30 00:00:00+00:00,2
37593,morgantown,pickup,2021-04-30 00:00:00+00:00,5
49933,santa fe / taos,van,2021-04-30 00:00:00+00:00,1
36374,mobile,SUV,2021-04-30 00:00:00+00:00,12
48350,salem,pickup,2021-04-30 00:00:00+00:00,14
8795,charleston,hatchback,2021-04-30 00:00:00+00:00,5
36348,missoula,wagon,2021-04-30 00:00:00+00:00,2
62158,western slope,sedan,2021-04-30 00:00:00+00:00,19
39514,norfolk / hampton roads,mini-van,2021-04-30 00:00:00+00:00,5
48282,salem,coupe,2021-04-30 00:00:00+00:00,8
4245,battle creek,sedan,2021-04-30 00:00:00+00:00,17
62658,williamsport,SUV,2021-04-30 00:00:00+00:00,1
38551,new hampshire,coupe,2021-04-30 00:00:00+00:00,17
61298,wenatchee,other,2021-04-30 00:00:00+00:00,4
34144,manhattan,sedan,2021-04-30 00:00:00+00:00,1
43010,palm springs,sedan,2021-04-30 00:00:00+00:00,33
44109,pittsburgh,pickup,2021-04-30 00:00:00+00:00,21
52647,south jersey,coupe,2021-04-30 00:00:00+00:00,5
42979,palm springs,pickup,2021-04-30 00:00:00+00:00,1
48210,saginaw-midland-baycity,truck,2021-04-30 00:00:00+00:00,1
34119,manhattan,pickup,2021-04-30 00:00:00+00:00,4
7081,brownsville,mini-van,2021-04-30 00:00:00+00:00,1
43041,palm springs,truck,2021-04-30 00:00:00+00:00,4
10329,cincinnati,other,2021-04-30 00:00:00+00:00,6
39250,new river valley,pickup,2021-04-30 00:00:00+00:00,3
34099,manhattan,other,2021-04-30 00:00:00+00:00,1
10353,cincinnati,pickup,2021-04-30 00:00:00+00:00,11
3606,bakersfield,truck,2021-04-30 00:00:00+00:00,13
63743,worcester / central MA,wagon,2021-04-30 00:00:00+00:00,4
1751,ann arbor,pickup,2021-04-30 00:00:00+00:00,2
39294,new river valley,truck,2021-04-30 00:00:00+00:00,1
34230,mankato,offroad,2021-04-30 00:00:00+00:00,1
6545,bowling green,SUV,2021-04-30 00:00:00+00:00,2
7119,brownsville,sedan,2021-04-30 00:00:00+00:00,3
50671,scottsbluff / panhandle,sedan,2021-04-30 00:00:00+00:00,5
10235,cincinnati,convertible,2021-04-30 00:00:00+00:00,2
42954,palm springs,other,2021-04-30 00:00:00+00:00,4
3651,bakersfield,wagon,2021-04-30 00:00:00+00:00,1
52618,south jersey,convertible,2021-04-30 00:00:00+00:00,6
3630,bakersfield,van,2021-04-30 00:00:00+00:00,1
50950,scranton / wilkes-barre,wagon,2021-04-30 00:00:00+00:00,2
44889,provo / orem,pickup,2021-04-30 00:00:00+00:00,1
10260,cincinnati,coupe,2021-04-30 00:00:00+00:00,5
49127,san luis obispo,pickup,2021-04-30 00:00:00+00:00,9
38537,new hampshire,convertible,2021-04-30 00:00:00+00:00,4
34207,mankato,coupe,2021-04-30 00:00:00+00:00,1
10286,cincinnati,hatchback,2021-04-30 00:00:00+00:00,6
48836,san antonio,mini-van,2021-04-30 00:00:00+00:00,7
38565,new hampshire,hatchback,2021-04-30 00:00:00+00:00,13
3576,bakersfield,sedan,2021-04-30 00:00:00+00:00,58
6599,bowling green,other,2021-04-30 00:00:00+00:00,2
39231,new river valley,other,2021-04-30 00:00:00+00:00,1
38576,new hampshire,mini-van,2021-04-30 00:00:00+00:00,2
39212,new river valley,hatchback,2021-04-30 00:00:00+00:00,1
10406,cincinnati,truck,2021-04-30 00:00:00+00:00,11
3514,bakersfield,other,2021-04-30 00:00:00+00:00,13
7049,brainerd,wagon,2021-04-30 00:00:00+00:00,1
49071,san luis obispo,hatchback,2021-04-30 00:00:00+00:00,5
43177,panama city,sedan,2021-04-30 00:00:00+00:00,11
33967,maine,sedan,2021-04-30 00:00:00+00:00,101
39197,new river valley,coupe,2021-04-30 00:00:00+00:00,1
38592,new hampshire,other,2021-04-30 00:00:00+00:00,16
43192,panama city,truck,2021-04-30 00:00:00+00:00,1
44922,provo / orem,wagon,2021-04-30 00:00:00+00:00,1
44214,plattsburgh-adirondacks,SUV,2021-04-30 00:00:00+00:00,1
33946,maine,pickup,2021-04-30 00:00:00+00:00,7
2603,ashtabula,other,2021-04-30 00:00:00+00:00,1
7044,brainerd,van,2021-04-30 00:00:00+00:00,1
10427,cincinnati,van,2021-04-30 00:00:00+00:00,4
50920,scranton / wilkes-barre,truck,2021-04-30 00:00:00+00:00,1
3677,baltimore,SUV,2021-04-30 00:00:00+00:00,42
43129,panama city,coupe,2021-04-30 00:00:00+00:00,2
52694,south jersey,mini-van,2021-04-30 00:00:00+00:00,2
34025,maine,wagon,2021-04-30 00:00:00+00:00,7
52673,south jersey,hatchback,2021-04-30 00:00:00+00:00,7
43066,palm springs,van,2021-04-30 00:00:00+00:00,3
43581,peoria,other,2021-04-30 00:00:00+00:00,2
48843,san antonio,offroad,2021-04-30 00:00:00+00:00,1
61273,wenatchee,hatchback,2021-04-30 00:00:00+00:00,2
10379,cincinnati,sedan,2021-04-30 00:00:00+00:00,40
43085,palm springs,wagon,2021-04-30 00:00:00+00:00,1
34006,maine,van,2021-04-30 00:00:00+00:00,2
7074,brownsville,coupe,2021-04-30 00:00:00+00:00,1
1731,ann arbor,other,2021-04-30 00:00:00+00:00,4
43105,panama city,SUV,2021-04-30 00:00:00+00:00,3
43118,panama city,convertible,2021-04-30 00:00:00+00:00,1
7066,brownsville,SUV,2021-04-30 00:00:00+00:00,1
3545,bakersfield,pickup,2021-04-30 00:00:00+00:00,15
33988,maine,truck,2021-04-30 00:00:00+00:00,18
3158,augusta,sedan,2021-04-30 00:00:00+00:00,9
6621,bowling green,pickup,2021-04-30 00:00:00+00:00,10
38606,new hampshire,pickup,2021-04-30 00:00:00+00:00,37
39305,new york city,SUV,2021-04-30 00:00:00+00:00,95
7135,brownsville,truck,2021-04-30 00:00:00+00:00,1
3803,baltimore,other,2021-04-30 00:00:00+00:00,6
52543,south florida,sedan,2021-04-30 00:00:00+00:00,355
42736,owensboro,coupe,2021-04-30 00:00:00+00:00,1
3777,baltimore,mini-van,2021-04-30 00:00:00+00:00,1
42757,owensboro,other,2021-04-30 00:00:00+00:00,1
10093,chillicothe,SUV,2021-04-30 00:00:00+00:00,2
7274,buffalo,SUV,2021-04-30 00:00:00+00:00,22
10071,chico,wagon,2021-04-30 00:00:00+00:00,4
52549,south florida,truck,2021-04-30 00:00:00+00:00,20
49187,san luis obispo,truck,2021-04-30 00:00:00+00:00,9
6469,boulder,sedan,2021-04-30 00:00:00+00:00,10
63697,worcester / central MA,truck,2021-04-30 00:00:00+00:00,1
52555,south florida,van,2021-04-30 00:00:00+00:00,21
39325,new york city,hatchback,2021-04-30 00:00:00+00:00,47
42772,owensboro,pickup,2021-04-30 00:00:00+00:00,6
10121,chillicothe,hatchback,2021-04-30 00:00:00+00:00,1
64205,york,coupe,2021-04-30 00:00:00+00:00,2
52537,south florida,pickup,2021-04-30 00:00:00+00:00,55
6438,boulder,pickup,2021-04-30 00:00:00+00:00,3
50632,scottsbluff / panhandle,SUV,2021-04-30 00:00:00+00:00,1
44269,plattsburgh-adirondacks,truck,2021-04-30 00:00:00+00:00,1
10012,chico,sedan,2021-04-30 00:00:00+00:00,24
52512,south florida,coupe,2021-04-30 00:00:00+00:00,38
38521,new hampshire,SUV,2021-04-30 00:00:00+00:00,43
62417,wichita,sedan,2021-04-30 00:00:00+00:00,40
3859,baltimore,sedan,2021-04-30 00:00:00+00:00,69
52518,south florida,hatchback,2021-04-30 00:00:00+00:00,21
63673,worcester / central MA,sedan,2021-04-30 00:00:00+00:00,45
62707,williamsport,other,2021-04-30 00:00:00+00:00,1
61384,wenatchee,truck,2021-04-30 00:00:00+00:00,15
52524,south florida,mini-van,2021-04-30 00:00:00+00:00,8
3831,baltimore,pickup,2021-04-30 00:00:00+00:00,13
44870,prescott,wagon,2021-04-30 00:00:00+00:00,2
10040,chico,truck,2021-04-30 00:00:00+00:00,4
49205,san luis obispo,van,2021-04-30 00:00:00+00:00,2
39330,new york city,mini-van,2021-04-30 00:00:00+00:00,16
52531,south florida,other,2021-04-30 00:00:00+00:00,17
2623,ashtabula,pickup,2021-04-30 00:00:00+00:00,2
52561,south florida,wagon,2021-04-30 00:00:00+00:00,16
48824,san antonio,hatchback,2021-04-30 00:00:00+00:00,7
61354,wenatchee,sedan,2021-04-30 00:00:00+00:00,11
34297,mankato,sedan,2021-04-30 00:00:00+00:00,3
44887,provo / orem,other,2021-04-30 00:00:00+00:00,1
52591,south jersey,SUV,2021-04-30 00:00:00+00:00,42
7159,brunswick,SUV,2021-04-30 00:00:00+00:00,1
39311,new york city,bus,2021-04-30 00:00:00+00:00,9
3127,augusta,pickup,2021-04-30 00:00:00+00:00,5
42886,palm springs,coupe,2021-04-30 00:00:00+00:00,5
10209,cincinnati,SUV,2021-04-30 00:00:00+00:00,10
3699,baltimore,convertible,2021-04-30 00:00:00+00:00,1
50536,savannah / hinesville,other,2021-04-30 00:00:00+00:00,2
62467,wichita,van,2021-04-30 00:00:00+00:00,1
34266,mankato,pickup,2021-04-30 00:00:00+00:00,6
43602,peoria,pickup,2021-04-30 00:00:00+00:00,4
48217,saginaw-midland-baycity,van,2021-04-30 00:00:00+00:00,1
42913,palm springs,hatchback,2021-04-30 00:00:00+00:00,2
62674,williamsport,coupe,2021-04-30 00:00:00+00:00,1
61324,wenatchee,pickup,2021-04-30 00:00:00+00:00,3
49158,san luis obispo,sedan,2021-04-30 00:00:00+00:00,26
34244,mankato,other,2021-04-30 00:00:00+00:00,1
39314,new york city,convertible,2021-04-30 00:00:00+00:00,6
10174,chillicothe,sedan,2021-04-30 00:00:00+00:00,1
7209,brunswick,pickup,2021-04-30 00:00:00+00:00,2
3753,baltimore,hatchback,2021-04-30 00:00:00+00:00,2
34381,mansfield,coupe,2021-04-30 00:00:00+00:00,2
39319,new york city,coupe,2021-04-30 00:00:00+00:00,34
44880,provo / orem,SUV,2021-04-30 00:00:00+00:00,2
62446,wichita,truck,2021-04-30 00:00:00+00:00,4
3110,augusta,other,2021-04-30 00:00:00+00:00,3
34365,mansfield,convertible,2021-04-30 00:00:00+00:00,1
10146,chillicothe,pickup,2021-04-30 00:00:00+00:00,3
42824,palm springs,SUV,2021-04-30 00:00:00+00:00,18
34357,mansfield,SUV,2021-04-30 00:00:00+00:00,3
6496,boulder,truck,2021-04-30 00:00:00+00:00,1
7199,brunswick,other,2021-04-30 00:00:00+00:00,3
3725,baltimore,coupe,2021-04-30 00:00:00+00:00,6
48496,salina,other,2021-04-30 00:00:00+00:00,3
34324,mankato,truck,2021-04-30 00:00:00+00:00,1
64435,youngstown,hatchback,2021-04-30 00:00:00+00:00,2
42855,palm springs,convertible,2021-04-30 00:00:00+00:00,13
39164,new orleans,wagon,2021-04-30 00:00:00+00:00,4
62502,wichita falls,SUV,2021-04-30 00:00:00+00:00,1
49048,san luis obispo,coupe,2021-04-30 00:00:00+00:00,3
2547,ashtabula,SUV,2021-04-30 00:00:00+00:00,1
33606,madison,coupe,2021-04-30 00:00:00+00:00,6
52834,south jersey,van,2021-04-30 00:00:00+00:00,2
6750,bozeman,mini-van,2021-04-30 00:00:00+00:00,1
3287,austin,other,2021-04-30 00:00:00+00:00,34
48940,san diego,coupe,2021-04-30 00:00:00+00:00,31
38962,new orleans,SUV,2021-04-30 00:00:00+00:00,4
38979,new orleans,convertible,2021-04-30 00:00:00+00:00,2
6908,brainerd,convertible,2021-04-30 00:00:00+00:00,1
50774,scranton / wilkes-barre,coupe,2021-04-30 00:00:00+00:00,3
33576,madison,convertible,2021-04-30 00:00:00+00:00,6
45021,pueblo,other,2021-04-30 00:00:00+00:00,6
48935,san diego,convertible,2021-04-30 00:00:00+00:00,7
62553,wichita falls,other,2021-04-30 00:00:00+00:00,4
3276,austin,offroad,2021-04-30 00:00:00+00:00,1
10728,cleveland,coupe,2021-04-30 00:00:00+00:00,6
48534,salina,sedan,2021-04-30 00:00:00+00:00,1
61168,wausau,sedan,2021-04-30 00:00:00+00:00,6
48945,san diego,hatchback,2021-04-30 00:00:00+00:00,42
38739,new haven,coupe,2021-04-30 00:00:00+00:00,3
33672,madison,other,2021-04-30 00:00:00+00:00,5
64465,youngstown,other,2021-04-30 00:00:00+00:00,2
3301,austin,pickup,2021-04-30 00:00:00+00:00,50
6934,brainerd,hatchback,2021-04-30 00:00:00+00:00,2
48955,san diego,offroad,2021-04-30 00:00:00+00:00,1
44196,pittsburgh,wagon,2021-04-30 00:00:00+00:00,5
39004,new orleans,coupe,2021-04-30 00:00:00+00:00,9
33648,madison,mini-van,2021-04-30 00:00:00+00:00,4
63854,wyoming,pickup,2021-04-30 00:00:00+00:00,3
44998,pueblo,mini-van,2021-04-30 00:00:00+00:00,1
10670,cleveland,SUV,2021-04-30 00:00:00+00:00,29
62600,wichita falls,sedan,2021-04-30 00:00:00+00:00,11
38714,new haven,convertible,2021-04-30 00:00:00+00:00,1
48950,san diego,mini-van,2021-04-30 00:00:00+00:00,11
3212,austin,SUV,2021-04-30 00:00:00+00:00,56
33634,madison,hatchback,2021-04-30 00:00:00+00:00,7
45000,pueblo,offroad,2021-04-30 00:00:00+00:00,1
33549,madison,SUV,2021-04-30 00:00:00+00:00,30
6899,brainerd,SUV,2021-04-30 00:00:00+00:00,4
48929,san diego,SUV,2021-04-30 00:00:00+00:00,106
50832,scranton / wilkes-barre,other,2021-04-30 00:00:00+00:00,3
38816,new haven,other,2021-04-30 00:00:00+00:00,6
3242,austin,coupe,2021-04-30 00:00:00+00:00,14
62569,wichita falls,pickup,2021-04-30 00:00:00+00:00,4
48896,san antonio,truck,2021-04-30 00:00:00+00:00,17
33450,macon / warner robins,pickup,2021-04-30 00:00:00+00:00,3
43458,pensacola,sedan,2021-04-30 00:00:00+00:00,22
10817,cleveland,other,2021-04-30 00:00:00+00:00,8
44158,pittsburgh,truck,2021-04-30 00:00:00+00:00,14
38843,new haven,pickup,2021-04-30 00:00:00+00:00,8
33426,macon / warner robins,other,2021-04-30 00:00:00+00:00,1
6838,bozeman,truck,2021-04-30 00:00:00+00:00,10
50799,scranton / wilkes-barre,hatchback,2021-04-30 00:00:00+00:00,2
43480,pensacola,truck,2021-04-30 00:00:00+00:00,2
2565,ashtabula,coupe,2021-04-30 00:00:00+00:00,1
3228,austin,convertible,2021-04-30 00:00:00+00:00,2
52905,southeast IA,pickup,2021-04-30 00:00:00+00:00,2
10847,cleveland,pickup,2021-04-30 00:00:00+00:00,12
10785,cleveland,mini-van,2021-04-30 00:00:00+00:00,2
48960,san diego,other,2021-04-30 00:00:00+00:00,31
38895,new haven,truck,2021-04-30 00:00:00+00:00,2
61137,wausau,pickup,2021-04-30 00:00:00+00:00,3
6779,bozeman,pickup,2021-04-30 00:00:00+00:00,3
48924,san antonio,wagon,2021-04-30 00:00:00+00:00,4
38933,new haven,wagon,2021-04-30 00:00:00+00:00,3
33498,macon / warner robins,truck,2021-04-30 00:00:00+00:00,3
43489,pensacola,van,2021-04-30 00:00:00+00:00,1
52864,south jersey,wagon,2021-04-30 00:00:00+00:00,6
38770,new haven,hatchback,2021-04-30 00:00:00+00:00,5
43413,pensacola,other,2021-04-30 00:00:00+00:00,3
3256,austin,hatchback,2021-04-30 00:00:00+00:00,23
10759,cleveland,hatchback,2021-04-30 00:00:00+00:00,4
6809,bozeman,sedan,2021-04-30 00:00:00+00:00,13
63885,wyoming,sedan,2021-04-30 00:00:00+00:00,6
1662,ann arbor,convertible,2021-04-30 00:00:00+00:00,1
48911,san antonio,van,2021-04-30 00:00:00+00:00,2
43429,pensacola,pickup,2021-04-30 00:00:00+00:00,4
33481,macon / warner robins,sedan,2021-04-30 00:00:00+00:00,7
44176,pittsburgh,van,2021-04-30 00:00:00+00:00,11
52881,southeast IA,SUV,2021-04-30 00:00:00+00:00,1
38691,new haven,SUV,2021-04-30 00:00:00+00:00,6
3315,austin,sedan,2021-04-30 00:00:00+00:00,114
48965,san diego,pickup,2021-04-30 00:00:00+00:00,28
10480,clarksville,SUV,2021-04-30 00:00:00+00:00,9
50727,scranton / wilkes-barre,SUV,2021-04-30 00:00:00+00:00,6
33873,maine,coupe,2021-04-30 00:00:00+00:00,15
48192,saginaw-midland-baycity,sedan,2021-04-30 00:00:00+00:00,35
7015,brainerd,sedan,2021-04-30 00:00:00+00:00,12
3411,bakersfield,convertible,2021-04-30 00:00:00+00:00,2
43542,peoria,coupe,2021-04-30 00:00:00+00:00,2
33853,maine,convertible,2021-04-30 00:00:00+00:00,3
49016,san luis obispo,SUV,2021-04-30 00:00:00+00:00,26
52751,south jersey,pickup,2021-04-30 00:00:00+00:00,20
62624,wichita falls,truck,2021-04-30 00:00:00+00:00,1
48511,salina,pickup,2021-04-30 00:00:00+00:00,3
3198,augusta,van,2021-04-30 00:00:00+00:00,1
44949,pueblo,SUV,2021-04-30 00:00:00+00:00,3
10518,clarksville,coupe,2021-04-30 00:00:00+00:00,2
38635,new hampshire,truck,2021-04-30 00:00:00+00:00,13
62517,wichita falls,coupe,2021-04-30 00:00:00+00:00,1
39107,new orleans,sedan,2021-04-30 00:00:00+00:00,22
10532,clarksville,hatchback,2021-04-30 00:00:00+00:00,5
33892,maine,hatchback,2021-04-30 00:00:00+00:00,4
38620,new hampshire,sedan,2021-04-30 00:00:00+00:00,120
6652,bowling green,sedan,2021-04-30 00:00:00+00:00,3
33926,maine,other,2021-04-30 00:00:00+00:00,7
61247,wenatchee,convertible,2021-04-30 00:00:00+00:00,1
3467,bakersfield,hatchback,2021-04-30 00:00:00+00:00,2
52721,south jersey,other,2021-04-30 00:00:00+00:00,10
3189,augusta,truck,2021-04-30 00:00:00+00:00,1
2521,asheville,wagon,2021-04-30 00:00:00+00:00,2
43253,parkersburg-marietta,hatchback,2021-04-30 00:00:00+00:00,1
48854,san antonio,other,2021-04-30 00:00:00+00:00,15
10450,cincinnati,wagon,2021-04-30 00:00:00+00:00,1
43268,parkersburg-marietta,other,2021-04-30 00:00:00+00:00,2
7032,brainerd,truck,2021-04-30 00:00:00+00:00,1
44134,pittsburgh,sedan,2021-04-30 00:00:00+00:00,78
50893,scranton / wilkes-barre,sedan,2021-04-30 00:00:00+00:00,9
3439,bakersfield,coupe,2021-04-30 00:00:00+00:00,11
43284,parkersburg-marietta,pickup,2021-04-30 00:00:00+00:00,2
33907,maine,mini-van,2021-04-30 00:00:00+00:00,2
61234,wenatchee,SUV,2021-04-30 00:00:00+00:00,13
52506,south florida,convertible,2021-04-30 00:00:00+00:00,14
3386,bakersfield,SUV,2021-04-30 00:00:00+00:00,20
33831,maine,SUV,2021-04-30 00:00:00+00:00,26
44974,pueblo,coupe,2021-04-30 00:00:00+00:00,2
6706,bozeman,SUV,2021-04-30 00:00:00+00:00,13
33732,madison,sedan,2021-04-30 00:00:00+00:00,73
48980,san diego,van,2021-04-30 00:00:00+00:00,16
3329,austin,truck,2021-04-30 00:00:00+00:00,13
48975,san diego,truck,2021-04-30 00:00:00+00:00,23
63835,wyoming,other,2021-04-30 00:00:00+00:00,1
6959,brainerd,other,2021-04-30 00:00:00+00:00,1
10623,clarksville,sedan,2021-04-30 00:00:00+00:00,22
48970,san diego,sedan,2021-04-30 00:00:00+00:00,287
33701,madison,pickup,2021-04-30 00:00:00+00:00,16
39029,new orleans,mini-van,2021-04-30 00:00:00+00:00,1
50862,scranton / wilkes-barre,pickup,2021-04-30 00:00:00+00:00,7
62533,wichita falls,hatchback,2021-04-30 00:00:00+00:00,1
64175,york,SUV,2021-04-30 00:00:00+00:00,4
52810,south jersey,truck,2021-04-30 00:00:00+00:00,4
39021,new orleans,hatchback,2021-04-30 00:00:00+00:00,3
33393,macon / warner robins,hatchback,2021-04-30 00:00:00+00:00,1
43350,pensacola,SUV,2021-04-30 00:00:00+00:00,2
38661,new hampshire,wagon,2021-04-30 00:00:00+00:00,4
10592,clarksville,pickup,2021-04-30 00:00:00+00:00,6
43520,peoria,SUV,2021-04-30 00:00:00+00:00,2
43367,pensacola,convertible,2021-04-30 00:00:00+00:00,1
33811,madison,wagon,2021-04-30 00:00:00+00:00,9
39077,new orleans,pickup,2021-04-30 00:00:00+00:00,10
10567,clarksville,other,2021-04-30 00:00:00+00:00,6
3355,austin,wagon,2021-04-30 00:00:00+00:00,9
43383,pensacola,coupe,2021-04-30 00:00:00+00:00,4
48868,san antonio,pickup,2021-04-30 00:00:00+00:00,30
33785,madison,van,2021-04-30 00:00:00+00:00,20
2584,ashtabula,hatchback,2021-04-30 00:00:00+00:00,1
1680,ann arbor,coupe,2021-04-30 00:00:00+00:00,3
38649,new hampshire,van,2021-04-30 00:00:00+00:00,3
3343,austin,van,2021-04-30 00:00:00+00:00,11
39050,new orleans,other,2021-04-30 00:00:00+00:00,1
52782,south jersey,sedan,2021-04-30 00:00:00+00:00,105
6984,brainerd,pickup,2021-04-30 00:00:00+00:00,5
48985,san diego,wagon,2021-04-30 00:00:00+00:00,20
33763,madison,truck,2021-04-30 00:00:00+00:00,18
61398,wenatchee,van,2021-04-30 00:00:00+00:00,1
2498,asheville,van,2021-04-30 00:00:00+00:00,2
2471,asheville,truck,2021-04-30 00:00:00+00:00,6
50585,savannah / hinesville,sedan,2021-04-30 00:00:00+00:00,11
34564,mason city,pickup,2021-04-30 00:00:00+00:00,1
34878,mcallen / edinburg,sedan,2021-04-30 00:00:00+00:00,21
34970,meadville,hatchback,2021-04-30 00:00:00+00:00,1
39459,norfolk / hampton roads,coupe,2021-04-30 00:00:00+00:00,9
6276,boston,sedan,2021-04-30 00:00:00+00:00,192
39398,norfolk / hampton roads,SUV,2021-04-30 00:00:00+00:00,18
52397,south coast,sedan,2021-04-30 00:00:00+00:00,16
61498,western KY,mini-van,2021-04-30 00:00:00+00:00,1
48810,san antonio,coupe,2021-04-30 00:00:00+00:00,8
52449,south dakota,SUV,2021-04-30 00:00:00+00:00,1
3958,baton rouge,SUV,2021-04-30 00:00:00+00:00,1
49267,san marcos,hatchback,2021-04-30 00:00:00+00:00,1
9888,chico,coupe,2021-04-30 00:00:00+00:00,3
52325,south coast,hatchback,2021-04-30 00:00:00+00:00,3
1813,ann arbor,truck,2021-04-30 00:00:00+00:00,3
34590,mason city,sedan,2021-04-30 00:00:00+00:00,1
7379,buffalo,offroad,2021-04-30 00:00:00+00:00,1
4183,battle creek,hatchback,2021-04-30 00:00:00+00:00,1
42605,orlando,offroad,2021-04-30 00:00:00+00:00,1
4055,baton rouge,pickup,2021-04-30 00:00:00+00:00,4
63970,yakima,convertible,2021-04-30 00:00:00+00:00,2
50554,savannah / hinesville,pickup,2021-04-30 00:00:00+00:00,6
9910,chico,hatchback,2021-04-30 00:00:00+00:00,3
42328,orange county,van,2021-04-30 00:00:00+00:00,7
48783,san antonio,SUV,2021-04-30 00:00:00+00:00,59
62770,williamsport,truck,2021-04-30 00:00:00+00:00,2
64419,youngstown,coupe,2021-04-30 00:00:00+00:00,2
6292,boston,van,2021-04-30 00:00:00+00:00,8
39361,new york city,van,2021-04-30 00:00:00+00:00,16
49257,san marcos,coupe,2021-04-30 00:00:00+00:00,1
44298,poconos,SUV,2021-04-30 00:00:00+00:00,8
42534,oregon coast,wagon,2021-04-30 00:00:00+00:00,1
52461,south dakota,other,2021-04-30 00:00:00+00:00,1
7513,buffalo,van,2021-04-30 00:00:00+00:00,1
4148,battle creek,SUV,2021-04-30 00:00:00+00:00,1
3076,augusta,coupe,2021-04-30 00:00:00+00:00,1
9923,chico,mini-van,2021-04-30 00:00:00+00:00,2
63642,worcester / central MA,pickup,2021-04-30 00:00:00+00:00,10
6365,boulder,coupe,2021-04-30 00:00:00+00:00,1
51060,sheboygan,other,2021-04-30 00:00:00+00:00,1
9790,chicago,pickup,2021-04-30 00:00:00+00:00,31
9766,chicago,hatchback,2021-04-30 00:00:00+00:00,24
42545,orlando,SUV,2021-04-30 00:00:00+00:00,56
48563,salt lake city,SUV,2021-04-30 00:00:00+00:00,2
42615,orlando,other,2021-04-30 00:00:00+00:00,17
34550,mason city,other,2021-04-30 00:00:00+00:00,2
7375,buffalo,mini-van,2021-04-30 00:00:00+00:00,1
50607,savannah / hinesville,truck,2021-04-30 00:00:00+00:00,1
38465,nashville,sedan,2021-04-30 00:00:00+00:00,131
44856,prescott,truck,2021-04-30 00:00:00+00:00,3
42414,oregon coast,hatchback,2021-04-30 00:00:00+00:00,1
38449,nashville,pickup,2021-04-30 00:00:00+00:00,29
34657,mattoon-charleston,hatchback,2021-04-30 00:00:00+00:00,2
39429,norfolk / hampton roads,convertible,2021-04-30 00:00:00+00:00,4
34673,mattoon-charleston,other,2021-04-30 00:00:00+00:00,3
7492,buffalo,truck,2021-04-30 00:00:00+00:00,10
49373,sandusky,coupe,2021-04-30 00:00:00+00:00,1
4007,baton rouge,hatchback,2021-04-30 00:00:00+00:00,1
43654,peoria,truck,2021-04-30 00:00:00+00:00,3
63572,worcester / central MA,hatchback,2021-04-30 00:00:00+00:00,6
9783,chicago,other,2021-04-30 00:00:00+00:00,22
7404,buffalo,other,2021-04-30 00:00:00+00:00,6
6331,boulder,SUV,2021-04-30 00:00:00+00:00,2
